job_id,permit_type,permit_subtype,work_type,job_type,filing_status,filing_date,borough,community_board,residential,bldg_type,zip_code
420871088,EW,OT,OT,A2,RENEWAL,2024-02-01,QUEENS,410,YES,1,11417
320908096,EQ,FN,EQ,NB,RENEWAL,2024-02-01,BROOKLYN,304,YES,2,11221
122538995,EQ,SH,EQ,A3,RENEWAL,2024-02-02,MANHATTAN,102,YES,2,10012
320906374,EQ,FN,EQ,NB,RENEWAL,2024-02-02,BROOKLYN,310,YES,2,11228
421435343,NB,,,NB,RENEWAL,2024-02-02,QUEENS,407,,1,11358
321327863,PL,,PL,NB,INITIAL,2024-02-05,BROOKLYN,305,YES,2,11208
122938385,EW,SP,SP,A2,RENEWAL,2024-02-06,MANHATTAN,111,,2,10029
122938385,EW,SD,SD,A2,RENEWAL,2024-02-06,MANHATTAN,111,,2,10029
321797365,PL,,PL,A2,RENEWAL,2024-02-22,BROOKLYN,310,YES,1,11209
201202956,EW,MH,MH,A2,RENEWAL,2024-02-06,BRONX,209,,2,10472
400446077,AL,,,A1,RENEWAL,2024-02-06,QUEENS,408,YES,1,11366
421207223,PL,,PL,A2,INITIAL,2024-02-06,QUEENS,414,,2,11693
420662848,PL,,PL,A1,INITIAL,2024-02-26,QUEENS,413,,2,11428
321190331,EQ,FN,EQ,NB,RENEWAL,2024-03-05,BROOKLYN,310,YES,2,11219
321522090,EW,OT,OT,A2,RENEWAL,2024-02-14,BROOKLYN,306,YES,2,11231
321973183,EW,OT,OT,A2,RENEWAL,2024-02-14,BROOKLYN,305,YES,1,11207
420940520,NB,,,NB,RENEWAL,2024-02-15,QUEENS,405,,1,11378
302245381,PL,,PL,NB,RENEWAL,2024-02-15,BROOKLYN,312,YES,1,11219
420512467,EW,OT,OT,A2,RENEWAL,2024-02-15,QUEENS,405,YES,1,11378
520375399,NB,,,NB,RENEWAL,2024-02-16,STATEN ISLAND,501,YES,2,10305
322008448,AL,,,A1,RENEWAL,2024-02-16,BROOKLYN,315,,2,11223
321190313,EQ,FN,EQ,NB,RENEWAL,2024-03-05,BROOKLYN,310,YES,2,11219
520386582,AL,,OT,A3,INITIAL,2024-02-21,STATEN ISLAND,502,YES,1,10314
520370875,NB,,,NB,RENEWAL,2024-02-21,STATEN ISLAND,502,YES,1,10314
121332968,AL,,,A1,RENEWAL,2024-02-21,MANHATTAN,105,YES,2,10019
401990002,AL,,,A1,RENEWAL,2024-02-21,QUEENS,408,,2,11367
321190723,EQ,FN,EQ,NB,RENEWAL,2024-03-05,BROOKLYN,310,YES,2,11219
401949433,AL,,,A1,RENEWAL,2024-02-21,QUEENS,410,YES,1,11420
321190279,EQ,FN,EQ,NB,RENEWAL,2024-03-05,BROOKLYN,310,YES,2,11219
320911607,FO,EA,,NB,RENEWAL,2024-02-27,BROOKLYN,312,,2,11218
101257925,AL,,,A1,RENEWAL,2024-02-29,MANHATTAN,107,YES,2,10024
420940147,AL,,OT,A3,RENEWAL,2024-03-01,QUEENS,411,YES,1,11362
122649820,PL,,PL,A2,RENEWAL,2024-03-01,MANHATTAN,107,,2,10024
240295079,EW,OT,OT,A2,RENEWAL,2024-03-04,BRONX,204,YES,2,10452
440613971,EW,OT,OT,A2,INITIAL,2024-03-05,QUEENS,405,YES,1,11385
121238794,EW,OT,OT,A2,RENEWAL,2024-03-05,MANHATTAN,108,,2,10065
321190340,EQ,FN,EQ,NB,RENEWAL,2024-03-05,BROOKLYN,310,YES,2,11219
122343124,AL,,,A1,RENEWAL,2024-03-06,MANHATTAN,105,,2,10011
321978375,EW,OT,OT,A2,RENEWAL,2024-03-06,BROOKLYN,301,YES,2,11222
510002854,AL,,,A1,RENEWAL,2024-03-08,STATEN ISLAND,502,YES,1,10305
322015181,EW,OT,OT,A2,RENEWAL,2024-03-11,BROOKLYN,306,YES,2,11231
121190308,NB,,,NB,RENEWAL,2024-03-11,MANHATTAN,104,YES,2,10011
421245762,PL,,PL,A2,RENEWAL,2024-03-12,QUEENS,414,YES,1,11691
220564342,EW,OT,OT,A2,RENEWAL,2024-03-18,BRONX,201,,2,10454
220564342,EW,MH,MH,A2,RENEWAL,2024-03-18,BRONX,201,,2,10454
220564342,EW,OT,OT,A2,RENEWAL,2024-03-18,BRONX,201,,2,10454
421898851,EW,OT,OT,A2,RENEWAL,2024-03-19,QUEENS,413,,2,11411
322050622,EW,OT,OT,A2,RENEWAL,2024-03-22,BROOKLYN,306,,2,11231
440640157,EW,OT,OT,A2,RENEWAL,2024-03-25,QUEENS,412,YES,2,11432
321973012,AL,,,A1,RENEWAL,2024-03-26,BROOKLYN,311,YES,1,11214
140633679,EQ,SH,EQ,A3,RENEWAL,2024-03-26,MANHATTAN,103,YES,2,10009
421732842,EW,OT,OT,A2,RENEWAL,2024-03-28,QUEENS,412,YES,2,11435
122910387,EW,OT,OT,A2,RENEWAL,2024-03-29,MANHATTAN,107,YES,2,10024
210179867,FO,EA,,NB,RENEWAL,2024-03-29,BRONX,211,YES,1,10469
200623806,NB,,,NB,RENEWAL,2024-04-01,BRONX,210,YES,1,10475
321383800,FO,,,A1,RENEWAL,2024-04-02,BROOKLYN,307,,2,11220
420031067,EW,OT,OT,A2,RENEWAL,2024-04-03,QUEENS,412,YES,1,11436
421886766,PL,,PL,A2,RENEWAL,2024-04-03,QUEENS,404,YES,1,11373
421592734,EW,OT,OT,A2,RENEWAL,2024-04-04,QUEENS,403,,2,11372
140947224,AL,,,A1,RENEWAL,2024-04-04,MANHATTAN,108,YES,2,10028
440306802,EQ,SH,EQ,A3,RENEWAL,2024-04-05,QUEENS,412,YES,2,11432
320522172,EQ,SH,EQ,A3,RENEWAL,2024-04-05,BROOKLYN,309,YES,2,11203
302581310,EW,OT,OT,A2,RENEWAL,2024-04-08,BROOKLYN,317,,2,11212
302581310,EW,OT,OT,A2,RENEWAL,2024-04-08,BROOKLYN,317,,2,11212
420655142,EQ,FN,EQ,NB,RENEWAL,2024-04-09,QUEENS,412,,2,11435
322033143,DM,,,DM,RENEWAL,2024-04-10,BROOKLYN,306,,1,11231
421662016,NB,,,NB,RENEWAL,2024-04-11,QUEENS,401,,2,11101
121920154,EW,OT,OT,A2,RENEWAL,2024-04-11,MANHATTAN,102,,2,10014
421469100,DM,,,DM,RENEWAL,2024-04-12,QUEENS,414,,2,11694
300727346,NB,,,NB,RENEWAL,2024-04-15,BROOKLYN,312,YES,1,11219
321588554,FO,EA,,NB,INITIAL,2024-04-15,BROOKLYN,301,YES,2,11211
302298323,AL,,,A1,RENEWAL,2024-04-16,BROOKLYN,309,YES,1,11203
220561924,AL,,,A1,RENEWAL,2024-04-16,BRONX,207,YES,2,10458
320564153,EW,OT,OT,A2,RENEWAL,2024-04-17,BROOKLYN,303,YES,1,11221
540263695,AL,,OT,A3,INITIAL,2024-04-17,STATEN ISLAND,502,YES,1,10306
321110597,EW,BL,BL,A2,RENEWAL,2024-04-19,BROOKLYN,307,YES,2,11220
210180294,FO,EA,,NB,RENEWAL,2024-04-19,BRONX,212,YES,2,10470
123038024,EW,SD,SD,A2,RENEWAL,2024-04-22,MANHATTAN,103,YES,2,10003
123025662,EW,OT,OT,A2,RENEWAL,2024-04-23,MANHATTAN,112,YES,2,10033
240301721,NB,,,NB,RENEWAL,2024-04-26,BRONX,205,YES,2,10453
123025662,EW,OT,OT,A2,RENEWAL,2024-05-01,MANHATTAN,112,YES,2,10033
123393791,AL,,,A1,RENEWAL,2024-05-01,MANHATTAN,103,YES,2,10003
140900915,EW,OT,OT,A2,RENEWAL,2024-05-03,MANHATTAN,105,YES,2,10003
321930345,FO,,,NB,INITIAL,2024-05-06,BROOKLYN,314,,1,11210
321598302,FO,EA,,NB,RENEWAL,2024-05-07,BROOKLYN,301,YES,2,11249
421616914,PL,,PL,NB,INITIAL,2024-05-09,QUEENS,404,YES,2,11368
220381487,AL,,,A1,RENEWAL,2024-05-09,BRONX,212,,2,10475
420377924,EW,OT,OT,A2,RENEWAL,2024-05-10,QUEENS,414,YES,1,11691
121191753,EQ,FN,EQ,NB,RENEWAL,2024-05-10,MANHATTAN,111,YES,2,10037
121191753,NB,,,NB,RENEWAL,2024-05-10,MANHATTAN,111,YES,2,10037
123915291,AL,,,A1,INITIAL,2024-05-13,MANHATTAN,107,YES,2,10025
220525947,EQ,FN,EQ,NB,RENEWAL,2024-05-13,BRONX,204,,2,10451
310091682,AL,,,A1,RENEWAL,2024-05-15,BROOKLYN,303,YES,2,11216
340640079,EW,BL,BL,A2,RENEWAL,2024-05-15,BROOKLYN,301,,2,11222
421732842,EW,OT,OT,A2,RENEWAL,2024-05-16,QUEENS,412,YES,2,11435
123906611,AL,,,A1,RENEWAL,2024-05-17,MANHATTAN,111,YES,2,10035
321191660,FO,,,NB,RENEWAL,2024-05-20,BROOKLYN,301,YES,2,11211
402885776,EW,SD,SD,A2,RENEWAL,2024-05-20,QUEENS,405,,2,11379
320377695,NB,,,NB,RENEWAL,2024-05-21,BROOKLYN,314,YES,1,11230
402181358,AL,,,A1,RENEWAL,2024-06-05,QUEENS,411,YES,1,11363
123111952,NB,,,NB,RENEWAL,2024-06-05,MANHATTAN,105,,2,10018
220738192,AL,,,A1,INITIAL,2024-06-05,BRONX,209,YES,1,10460
122998355,EW,OT,OT,A2,RENEWAL,2024-06-06,MANHATTAN,105,,2,10036
123747320,AL,,,A1,RENEWAL,2024-06-06,MANHATTAN,102,,2,10012
123342524,EW,SP,SP,A2,RENEWAL,2024-06-07,MANHATTAN,105,,2,10123
420357483,AL,,,A1,RENEWAL,2024-06-10,QUEENS,406,YES,1,11375
420654786,FO,EA,,NB,RENEWAL,2024-06-11,QUEENS,412,,2,11435
420654786,FO,,,NB,RENEWAL,2024-06-11,QUEENS,412,,2,11435
321355957,NB,,,NB,RENEWAL,2024-06-12,BROOKLYN,301,YES,1,11249
421531471,NB,,,NB,RENEWAL,2024-06-14,QUEENS,403,YES,2,11369
300793443,AL,,,A1,RENEWAL,2024-06-17,BROOKLYN,316,YES,1,11212
123914924,AL,,,A1,RENEWAL,2024-06-17,MANHATTAN,106,YES,2,10022
410089283,NB,,,NB,RENEWAL,2024-06-18,QUEENS,413,,2,11422
220624055,EW,OT,OT,A2,RENEWAL,2024-06-21,BRONX,207,YES,2,10468
140886548,EW,OT,OT,A2,RENEWAL,2024-06-20,MANHATTAN,108,YES,2,10021
340779955,EW,OT,OT,A2,RENEWAL,2024-06-21,BROOKLYN,301,YES,1,11211
210182372,NB,,,NB,RENEWAL,2024-06-21,BRONX,211,YES,2,10461
321935581,PL,,PL,A1,RENEWAL,2024-06-21,BROOKLYN,303,YES,1,11216
321186836,PL,,PL,A1,INITIAL,2024-06-21,BROOKLYN,301,,1,11249
321920953,FO,EA,,NB,RENEWAL,2024-06-24,BROOKLYN,312,YES,1,11230
302585842,EW,MH,MH,A2,RENEWAL,2024-06-24,BROOKLYN,318,,2,11229
321632248,SG,,,SG,RENEWAL,2024-06-24,BROOKLYN,304,,2,11206
122995465,AL,,,A1,RENEWAL,2024-06-26,MANHATTAN,105,YES,2,10003
120470409,EQ,SH,EQ,A3,RENEWAL,2024-06-26,MANHATTAN,105,YES,2,10003
220647815,EW,OT,OT,A2,RENEWAL,2024-06-26,BRONX,211,YES,1,10469
520315365,EQ,FN,EQ,A1,RENEWAL,2024-06-27,STATEN ISLAND,502,YES,1,10306
520315365,FO,EA,,A1,RENEWAL,2024-06-27,STATEN ISLAND,502,YES,1,10306
520315365,FO,,,A1,RENEWAL,2024-06-27,STATEN ISLAND,502,YES,1,10306
321968439,AL,,,A1,RENEWAL,2024-06-28,BROOKLYN,309,YES,1,11225
421392950,EQ,FN,EQ,A3,RENEWAL,2024-07-01,QUEENS,407,,2,11354
520396447,AL,,,A1,RENEWAL,2024-07-01,STATEN ISLAND,503,,1,10312
220511569,NB,,,NB,RENEWAL,2024-07-01,BRONX,207,YES,2,10458
420927858,PL,,PL,A1,RENEWAL,2024-07-03,QUEENS,401,YES,1,11105
421654025,FO,,,NB,RENEWAL,2024-07-03,QUEENS,401,,2,11101
421654025,NB,,,NB,RENEWAL,2024-07-03,QUEENS,401,,2,11101
321590140,AL,,,A1,RENEWAL,2024-07-03,BROOKLYN,311,YES,1,11204
520371552,EW,OT,OT,A2,INITIAL,2024-07-08,STATEN ISLAND,501,YES,1,10301
122416028,PL,,PL,A2,RENEWAL,2024-07-08,MANHATTAN,105,,2,10016
122519649,PL,,PL,A2,RENEWAL,2024-07-08,MANHATTAN,105,,2,10016
122656009,EQ,SH,EQ,A3,RENEWAL,2024-07-08,MANHATTAN,109,YES,2,10031
122141609,PL,,PL,A2,RENEWAL,2024-07-10,MANHATTAN,105,,2,10016
340113781,EW,OT,OT,A2,RENEWAL,2024-07-10,BROOKLYN,307,YES,2,11220
301800362,AL,,,A1,RENEWAL,2024-07-11,BROOKLYN,317,,2,11212
340820428,AL,,OT,A3,RENEWAL,2024-07-11,BROOKLYN,318,,2,11236
321286791,NB,,,NB,RENEWAL,2024-07-12,BROOKLYN,301,YES,2,11211
321011418,EQ,FN,EQ,NB,RENEWAL,2024-07-15,BROOKLYN,301,YES,2,11249
122849052,AL,,,A1,RENEWAL,2024-07-16,MANHATTAN,102,,2,10012
104700799,AL,,,A1,RENEWAL,2024-07-17,MANHATTAN,108,YES,2,10022
220744041,AL,,,A1,INITIAL,2024-07-18,BRONX,212,,2,10470
140949446,AL,,,A1,INITIAL,2024-07-22,MANHATTAN,101,,2,10013
321673952,AL,,,A1,RENEWAL,2024-07-23,BROOKLYN,303,,2,11216
122957719,AL,,,A1,RENEWAL,2024-07-23,MANHATTAN,105,YES,2,10011
402432382,EQ,FN,EQ,A2,RENEWAL,2024-07-24,QUEENS,411,,1,11427
321981851,FO,EA,,NB,RENEWAL,2024-07-26,BROOKLYN,310,YES,2,11209
200507512,AL,,,A1,RENEWAL,2024-07-30,BRONX,210,YES,1,10461
400970277,EQ,FN,EQ,A1,RENEWAL,2024-07-31,QUEENS,409,,2,11419
321936492,PL,,PL,A2,RENEWAL,2024-08-01,BROOKLYN,315,YES,2,11223
321230253,NB,,,NB,RENEWAL,2024-08-01,BROOKLYN,305,,2,11208
320625454,EQ,FN,EQ,NB,RENEWAL,2024-08-05,BROOKLYN,301,YES,1,11211
321599034,AL,,,A1,RENEWAL,2024-08-05,BROOKLYN,304,YES,2,11207
122937297,EQ,FN,EQ,A2,RENEWAL,2024-08-05,MANHATTAN,110,YES,2,10030
421532452,NB,,,NB,RENEWAL,2024-08-05,QUEENS,411,YES,1,11363
140886548,EW,OT,OT,A2,RENEWAL,2024-08-05,MANHATTAN,108,YES,2,10021
440636402,AL,,,A1,RENEWAL,2024-08-06,QUEENS,407,YES,2,11354
420459113,EW,BL,BL,A2,RENEWAL,2024-08-06,QUEENS,409,,2,11419
401217839,PL,,PL,A1,RENEWAL,2024-08-06,QUEENS,409,,1,11419
320900067,FO,,,NB,RENEWAL,2024-08-08,BROOKLYN,302,YES,2,11238
421204743,AL,,,A1,INITIAL,2024-08-09,QUEENS,408,,1,11367
321698436,FO,EA,,NB,RENEWAL,2024-08-12,BROOKLYN,314,YES,2,11210
321188040,NB,,,NB,RENEWAL,2024-08-13,BROOKLYN,304,YES,2,11221
340639599,EW,OT,OT,A2,RENEWAL,2024-08-13,BROOKLYN,315,,2,11229
421928953,PL,,PL,NB,RENEWAL,2024-08-14,QUEENS,405,,2,11385
340658586,PL,,PL,A2,RENEWAL,2024-08-14,BROOKLYN,306,YES,1,11215
321313226,PL,,PL,A2,RENEWAL,2024-08-15,BROOKLYN,314,,2,11226
321188772,AL,,,A1,RENEWAL,2024-08-16,BROOKLYN,303,YES,2,11221
421959241,AL,,,A1,RENEWAL,2024-08-16,QUEENS,408,YES,1,11435
421654025,FO,EA,,NB,RENEWAL,2024-08-16,QUEENS,401,,2,11101
421654025,FO,,,NB,RENEWAL,2024-08-16,QUEENS,401,,2,11101
421654025,NB,,,NB,RENEWAL,2024-08-16,QUEENS,401,,2,11101
420793797,PL,,PL,A2,RENEWAL,2024-08-19,QUEENS,412,YES,1,11434
421654025,FO,EA,,NB,RENEWAL,2024-08-19,QUEENS,401,,2,11101
421654025,FO,,,NB,RENEWAL,2024-08-19,QUEENS,401,,2,11101
421654025,NB,,,NB,RENEWAL,2024-08-19,QUEENS,401,,2,11101
421230457,EQ,FN,EQ,NB,RENEWAL,2024-08-21,QUEENS,408,YES,1,11432
340805212,FO,EA,,NB,INITIAL,2024-08-21,BROOKLYN,310,,2,11220
220591955,NB,,,NB,RENEWAL,2024-08-21,BRONX,206,YES,2,10460
340805212,FO,,,NB,INITIAL,2024-08-21,BROOKLYN,310,,2,11220
421229735,FO,EA,,NB,RENEWAL,2024-08-21,QUEENS,401,YES,2,11102
421229735,FO,,,NB,RENEWAL,2024-08-21,QUEENS,401,YES,2,11102
421883545,FO,,,NB,RENEWAL,2024-08-21,QUEENS,412,YES,1,11412
421939031,AL,,,A1,INITIAL,2024-08-22,QUEENS,412,YES,1,11434
401072405,EW,OT,OT,A2,RENEWAL,2024-08-22,QUEENS,409,,1,11419
421229735,FO,EA,,NB,RENEWAL,2024-08-22,QUEENS,401,YES,2,11102
122620681,FO,,,NB,RENEWAL,2024-08-23,MANHATTAN,109,YES,2,10031
104729652,AL,,,A1,RENEWAL,2024-08-27,MANHATTAN,104,YES,2,10036
340322190,EQ,SH,EQ,A3,RENEWAL,2024-08-27,BROOKLYN,309,,2,11203
340323082,EQ,SH,EQ,A3,RENEWAL,2024-08-27,BROOKLYN,309,,2,11203
322115331,AL,,,A1,INITIAL,2024-08-28,BROOKLYN,311,,2,11214
421632745,AL,,,A1,RENEWAL,2024-08-28,QUEENS,405,YES,2,11385
420348804,NB,,,NB,RENEWAL,2024-08-29,QUEENS,408,,2,11367
321229862,EW,OT,OT,A2,RENEWAL,2024-08-29,BROOKLYN,302,,2,11201
123071200,EQ,SF,EQ,A3,RENEWAL,2024-09-03,MANHATTAN,105,,2,10036
123048861,EQ,OT,EQ,A3,RENEWAL,2024-09-03,MANHATTAN,105,,2,10036
240181076,EQ,SH,EQ,A3,RENEWAL,2024-09-03,BRONX,206,,2,10457
421735242,EW,OT,OT,A2,RENEWAL,2024-09-04,QUEENS,412,YES,1,11433
200217256,AL,,,A1,RENEWAL,2024-09-04,BRONX,208,YES,1,10471
421347812,DM,,,DM,RENEWAL,2024-09-04,QUEENS,403,,2,11370
401217839,PL,,PL,A1,RENEWAL,2024-09-04,QUEENS,409,,1,11419
420459113,EW,BL,BL,A2,RENEWAL,2024-09-04,QUEENS,409,,2,11419
520391264,AL,,,A1,RENEWAL,2024-09-09,STATEN ISLAND,502,,2,10314
402432382,EW,OT,OT,A2,RENEWAL,2024-09-10,QUEENS,411,,1,11427
402432382,EQ,FN,EQ,A2,RENEWAL,2024-09-10,QUEENS,411,,1,11427
420348804,EQ,FN,EQ,NB,RENEWAL,2024-09-10,QUEENS,408,,2,11367
401694895,AL,,,A1,RENEWAL,2024-09-10,QUEENS,406,,2,11375
302067536,NB,,,NB,RENEWAL,2024-09-10,BROOKLYN,305,YES,1,11207
302067536,EQ,FN,EQ,NB,RENEWAL,2024-09-10,BROOKLYN,305,YES,1,11207
302067545,NB,,,NB,RENEWAL,2024-09-10,BROOKLYN,305,YES,1,11207
320124021,PL,,PL,A2,RENEWAL,2024-09-10,BROOKLYN,306,YES,2,11231
401445085,AL,,,A1,RENEWAL,2024-09-11,QUEENS,410,YES,1,11420
300818140,PL,,PL,A2,INITIAL,2024-09-11,BROOKLYN,306,,1,11231
321751494,FO,,,NB,RENEWAL,2024-09-11,BROOKLYN,312,,2,11219
121750578,AL,,,A1,RENEWAL,2024-09-12,MANHATTAN,102,YES,2,10014
220152901,EQ,FN,EQ,NB,RENEWAL,2024-09-12,BRONX,204,YES,2,10456
321632159,AL,,,A1,RENEWAL,2024-09-12,BROOKLYN,316,YES,2,11233
421662016,NB,,,NB,RENEWAL,2024-09-13,QUEENS,401,,2,11101
121192663,EQ,FN,EQ,NB,INITIAL,2024-09-17,MANHATTAN,106,YES,2,10017
121192663,NB,,,NB,INITIAL,2024-09-17,MANHATTAN,106,YES,2,10017
121208095,FO,EA,,NB,RENEWAL,2024-09-17,MANHATTAN,105,YES,2,10019
121208095,FO,,,NB,RENEWAL,2024-09-17,MANHATTAN,105,YES,2,10019
121718070,EQ,FN,EQ,A3,RENEWAL,2024-09-18,MANHATTAN,110,YES,2,10026
540178984,EW,OT,OT,A2,INITIAL,2024-09-19,STATEN ISLAND,502,YES,1,10314
104713197,AL,,,A1,RENEWAL,2024-09-19,MANHATTAN,110,YES,2,10027
102160055,AL,,,A1,RENEWAL,2024-09-19,MANHATTAN,107,YES,2,10023
302033975,EQ,FN,EQ,NB,RENEWAL,2024-09-20,BROOKLYN,317,YES,1,11226
121718089,EQ,FN,EQ,A3,RENEWAL,2024-09-24,MANHATTAN,110,YES,2,10026
121192663,FO,,,NB,INITIAL,2024-09-24,MANHATTAN,106,YES,2,10017
121192663,FO,EA,,NB,INITIAL,2024-09-24,MANHATTAN,106,YES,2,10017
321595412,AL,,,A1,RENEWAL,2024-09-25,BROOKLYN,305,YES,2,11207
302061998,PL,,PL,A2,RENEWAL,2024-09-25,BROOKLYN,312,,2,11230
320911037,NB,,,NB,RENEWAL,2024-09-26,BROOKLYN,302,YES,2,11238
421181107,NB,,,NB,RENEWAL,2024-09-26,QUEENS,408,YES,2,11432
321633826,PL,,PL,A2,RENEWAL,2024-09-26,BROOKLYN,314,YES,1,11210
123803349,EW,OT,OT,A2,RENEWAL,2024-09-27,MANHATTAN,111,YES,2,10029
340551600,EQ,SH,EQ,A3,RENEWAL,2024-09-30,BROOKLYN,313,YES,2,11214
321737778,PL,,PL,A2,RENEWAL,2024-09-30,BROOKLYN,305,YES,1,11207
320912492,AL,,,A1,RENEWAL,2024-09-30,BROOKLYN,301,YES,2,11222
340498376,EQ,SH,EQ,A3,RENEWAL,2024-10-01,BROOKLYN,301,YES,2,11249
402098877,EW,OT,OT,A2,RENEWAL,2024-10-01,QUEENS,403,,2,11368
402432382,EQ,FN,EQ,A2,RENEWAL,2024-10-01,QUEENS,411,,1,11427
340408981,EQ,SH,EQ,A3,RENEWAL,2024-10-01,BROOKLYN,301,YES,2,11249
340498429,EQ,SH,EQ,A3,RENEWAL,2024-10-01,BROOKLYN,301,YES,2,11249
340505180,EQ,SH,EQ,A3,RENEWAL,2024-10-01,BROOKLYN,301,YES,2,11249
420458775,PL,,PL,A2,RENEWAL,2024-10-03,QUEENS,410,YES,1,11419
321519932,AL,,,A1,RENEWAL,2024-10-03,BROOKLYN,304,YES,2,11207
321747213,EW,OT,OT,A2,RENEWAL,2024-10-03,BROOKLYN,304,,2,11237
322036701,AL,,,A1,RENEWAL,2024-10-07,BROOKLYN,301,,2,11211
140978075,EW,OT,OT,A2,RENEWAL,2024-10-07,MANHATTAN,107,YES,2,10025
440666691,NB,,,NB,RENEWAL,2024-10-09,QUEENS,402,YES,2,11377
421723406,EW,OT,OT,A2,RENEWAL,2024-10-09,QUEENS,410,YES,1,11417
320125878,AL,,,A1,RENEWAL,2024-10-15,BROOKLYN,301,YES,2,11211
520371552,EW,OT,OT,A2,RENEWAL,2024-10-15,STATEN ISLAND,501,YES,1,10301
121209030,AL,,,A1,RENEWAL,2024-10-15,MANHATTAN,101,YES,2,10007
420459113,EW,BL,BL,A2,RENEWAL,2024-10-15,QUEENS,409,,2,11419
420913747,NB,,,NB,RENEWAL,2024-10-16,QUEENS,414,,2,11692
321158796,FO,,,A1,RENEWAL,2024-10-16,BROOKLYN,311,,2,11214
321158796,FO,EA,,A1,RENEWAL,2024-10-16,BROOKLYN,311,,2,11214
321436530,EW,OT,OT,A2,RENEWAL,2024-10-16,BROOKLYN,315,YES,2,11223
300313818,AL,,,A1,RENEWAL,2024-10-16,BROOKLYN,313,YES,2,11235
420139843,NB,,,NB,RENEWAL,2024-10-17,QUEENS,401,YES,2,11103
321158796,FO,,,A1,RENEWAL,2024-10-17,BROOKLYN,311,,2,11214
321211381,EQ,FN,EQ,NB,RENEWAL,2024-10-22,BROOKLYN,304,YES,2,11237
240175289,EQ,SF,EQ,A3,RENEWAL,2024-10-22,BRONX,204,YES,2,10451
421560144,EQ,FN,EQ,A3,RENEWAL,2024-10-22,QUEENS,402,,2,11377
420458310,EW,OT,OT,A2,RENEWAL,2024-10-23,QUEENS,401,,2,11105
421327674,AL,,,A1,INITIAL,2024-10-24,QUEENS,409,YES,1,11419
421265384,EW,OT,OT,A2,INITIAL,2024-10-24,QUEENS,404,,2,11373
421197341,AL,,,A1,RENEWAL,2024-10-25,QUEENS,404,YES,1,11368
321276445,NB,,,NB,RENEWAL,2024-10-30,BROOKLYN,301,YES,2,11206
320908327,EQ,FN,EQ,NB,RENEWAL,2024-10-30,BROOKLYN,308,YES,2,11216
321193631,NB,,,NB,RENEWAL,2024-11-06,BROOKLYN,301,YES,2,11222
520357765,NB,,,NB,RENEWAL,2024-11-07,STATEN ISLAND,501,YES,1,10301
321357232,EQ,FN,EQ,A1,RENEWAL,2024-11-07,BROOKLYN,306,YES,2,11231
321747561,EW,OT,OT,A2,RENEWAL,2024-11-07,BROOKLYN,303,YES,2,11205
121207942,NB,,,NB,RENEWAL,2024-11-08,MANHATTAN,106,YES,2,10016
321195096,NB,,,NB,RENEWAL,2024-11-08,BROOKLYN,305,YES,2,11239
400792950,EW,OT,OT,A2,RENEWAL,2024-11-08,QUEENS,401,,1,11105
421392558,EQ,FN,EQ,A1,RENEWAL,2024-11-08,QUEENS,412,,2,11434
421392558,AL,,,A1,RENEWAL,2024-11-08,QUEENS,412,,2,11434
320911251,NB,,,NB,RENEWAL,2024-11-13,BROOKLYN,311,YES,1,11204
400816863,PL,,PL,A2,RENEWAL,2024-11-13,QUEENS,410,,1,11417
210179199,PL,,PL,NB,RENEWAL,2024-11-13,BRONX,203,YES,2,10459
540189179,AL,,,A1,RENEWAL,2024-12-06,STATEN ISLAND,502,YES,1,10306
121207942,FO,,,NB,RENEWAL,2024-11-14,MANHATTAN,106,YES,2,10016
220428632,EQ,FN,EQ,NB,RENEWAL,2024-11-14,BRONX,211,,2,10469
220428632,NB,,,NB,RENEWAL,2024-11-14,BRONX,211,,2,10469
301800111,NB,,,NB,RENEWAL,2024-11-19,BROOKLYN,312,YES,2,11218
301806179,NB,,,NB,RENEWAL,2024-11-19,BROOKLYN,312,YES,2,11218
421532354,NB,,,NB,RENEWAL,2024-11-19,QUEENS,405,,2,11378
421532354,EQ,FN,EQ,NB,RENEWAL,2024-11-19,QUEENS,405,,2,11378
124040732,AL,,,A1,INITIAL,2024-11-19,MANHATTAN,105,YES,2,10016
121960887,AL,,,A1,RENEWAL,2024-11-20,MANHATTAN,102,YES,1,10011
322088888,EW,OT,OT,A2,RENEWAL,2024-11-22,BROOKLYN,303,YES,2,11205
322003354,NB,,,NB,RENEWAL,2024-11-25,BROOKLYN,316,YES,2,11212
210178350,FO,,,NB,RENEWAL,2024-12-06,BRONX,209,,2,10472
321094052,EW,MH,MH,A2,RENEWAL,2024-11-29,BROOKLYN,301,YES,2,11206
210178920,EQ,OT,EQ,NB,INITIAL,2024-12-02,BRONX,211,YES,2,10462
321188068,NB,,,NB,RENEWAL,2024-12-03,BROOKLYN,305,YES,1,11207
210182069,NB,,,NB,INITIAL,2024-12-06,BRONX,201,YES,2,10451
210178350,FO,EA,,NB,RENEWAL,2024-12-06,BRONX,209,,2,10472
210182069,FO,,,NB,RENEWAL,2024-12-09,BRONX,201,YES,2,10451
210182069,FO,EA,,NB,RENEWAL,2024-12-09,BRONX,201,YES,2,10451
101915947,AL,,,A1,RENEWAL,2024-12-10,MANHATTAN,105,YES,2,10003
